test_labels,y_predict
1.0,1.9938673844183432
1.0,0.4544107968453437
2.0,4.558089243362182
0.0,0.7703882211454021
3.0,1.7978728415242875
2.0,2.9791190642564294
1.0,1.8314574574885105
3.0,6.633165052799931
2.0,0.7942292426894886
8.0,2.214588225849794
2.0,1.527656041788311
1.0,2.6805044476498585
3.0,2.1075590049712565
1.75,3.963283550411183
1.0,2.366163507425532
1.0,1.86977693352891
1.0,1.8007864763557953
1.0,0.4140372456031889
1.0,2.6669565452332256
3.0,2.502192651385349
2.0,3.6431139286263763
2.0,4.29044476044671
1.0,1.9298817882847876
1.0,-0.22906041896090645
1.0,4.295634024580614
2.0,3.0415542633569776
19.0,6.749148664621393
3.0,1.1519697330528507
2.0,2.1961458454795553
1.0,2.7846262008916076
1.0,1.0320369793271729
1.0,0.8148676834645192
1.0,6.007667124813714
3.5,2.2604099669026487
2.0,0.8566516365241332
0.0,2.0767184518262445
4.75,1.804755770200237
1.0,0.6193115664366422
1.0,2.310043594626932
2.0,5.008293833511536
12.0,12.397517581362585
1.0,1.6901355223089984
2.0,3.2415364139257923
10.0,17.957592811755177
2.0,2.514318927014208
0.0,5.027863499084808
6.0,4.259041252527502
1.0,3.3158248683246105
1.0,1.7605383864662434
2.0,1.0270279936432365
1.0,1.576130810130798
4.0,2.2858876533274346
3.0,1.6735154610590106
1.0,2.3396818319856356
2.0,2.3177921447178482
4.0,6.507291429375946
0.0,5.754242648368581
1.0,2.5325710214692867
2.0,2.3715582541220845
1.0,1.1348981176786301
1.0,1.460974019654052
15.0,4.071507979293265
1.0,0.9057890678445295
4.0,1.7248886180096354
1.0,1.2117993477543
1.0,1.6758279959038935
1.0,1.2516281367579074
1.0,0.9047193146141899
0.0,1.5812508228757798
0.0,0.8634380250568432
1.0,0.3450045630391321
1.0,2.1989657814653247
2.0,3.481821965325145
1.0,2.227891993395594
2.0,1.5873830473495252
2.0,1.2812333811156753
0.0,1.7481613911766436
2.0,1.2106697147597663
1.0,0.9227030557000822
2.0,1.3772741741721992
1.0,1.836238766800668
2.0,1.1133976188854708
2.0,1.202939029538455
1.0,2.816410954096411
0.0,2.0461513932768076
3.0,4.782261111846643
4.0,3.0739279854412365
2.0,1.4601214433236143
1.0,1.57966618974364
24.0,5.18414846871682
1.0,2.194925060529207
6.5,4.133449265529818
69.0,2.0355318537792533
1.0,2.3596464577012943
5.0,4.135739489561153
2.0,3.638890834309797
1.0,2.3238340199422174
1.0,1.2046462278367889
1.0,0.6762797667334999
10.333333333333334,1.9314147277264473
1.0,1.5800280982380661
18.0,6.1305073372182965
3.0,1.278575816089485
1.0,1.2975591581160293
1.0,2.393886177338124
1.0,1.1916279653106363
5.0,1.9450077542965678
1.0,0.6336620755770133
1.0,1.1267137752877465
1.0,0.7737433401009559
1.0,1.1025647058735393
2.0,4.128207414333324
1.0,2.5263362050742932
6.0,6.811043948692848
1.0,2.242622107606052
1.0,1.9446631993157757
1.0,2.272958664598213
2.0,1.4726518761298797
2.0,2.1199082244864718
3.0,1.7881678467495936
1.0,3.275980718221752
7.0,6.6714535553082674
1.0,2.5415527038700736
0.0,1.7503265042093323
1.0,0.9326641534227553
2.0,1.2049445390673617
1.0,1.286171742261593
1.0,1.4232809784308023
3.0,2.6246242729126896
2.0,2.1798444245521926
10.0,2.6544671354685283
