test_labels,y_predict
1.0,-2.752694735033754
1.0,6.4636706898909
2.0,12.2721623602062
0.0,-2.4731446925966325
3.0,3.524566164970319
2.0,4.46152326871684
1.0,-2.8704900731061476
3.0,30.612336564261955
2.0,6.9872281105830725
8.0,1.3980286506225472
2.0,0.42194596616822744
1.0,1.940400932671625
3.0,1.8176910335424443
1.75,3.62807594093404
1.0,3.44369358355565
1.0,6.70435668049899
1.0,6.341887671314471
1.0,-4.3437472652530165
1.0,3.5215407926728894
3.0,1.6874818898533723
2.0,4.88279098324655
2.0,3.072285124736088
1.0,2.9319796201533124
1.0,3.827758481020356
1.0,44.40259699455616
2.0,9.591696272076822
19.0,27.568481847566122
3.0,0.6510857787705078
2.0,5.433542074035196
1.0,9.25922214657026
1.0,1.2174658311712718
1.0,0.27889482708872626
1.0,12.49293456632637
3.5,-0.5867753166628176
2.0,3.2855486534402174
0.0,6.386041887095156
4.75,3.0518008205664433
1.0,2.8485025699447686
1.0,1.5860742154805074
2.0,11.713504054972056
12.0,-8.337898856495903
1.0,8.500837346379216
2.0,1.3904868653930467
10.0,21.87585227921591
2.0,-8.032795135395705
0.0,33.23832765444518
6.0,3.233240548993459
1.0,1.2055109827203052
1.0,3.8171295803432654
2.0,2.985271458821973
1.0,7.385456692222738
4.0,2.376937995638072
3.0,1.5475929648927687
1.0,13.361132209776938
2.0,3.0007383593494543
4.0,6.991710944893805
0.0,12.403074061774893
1.0,3.743887641186643
2.0,-0.9068498271125786
1.0,-0.6904759068152854
1.0,0.8767511668431845
15.0,14.13438783040012
1.0,0.9253084506650018
4.0,7.881082273865722
1.0,2.756175509233113
1.0,1.072281982706175
1.0,2.660672104571296
1.0,0.929128321312048
0.0,-4.628700940007726
0.0,-2.136313398957899
1.0,0.09621415947787854
1.0,2.1287380713184145
2.0,15.991501397593224
1.0,6.928984393337715
2.0,14.226175116931845
2.0,3.232286698462332
0.0,-1.5269417214287762
2.0,2.3251597387365077
1.0,0.4844382530969249
2.0,1.726545119290421
1.0,2.920193951923281
2.0,3.0943562408455336
2.0,2.370067826523482
1.0,3.0915585887499675
0.0,3.250128012318073
3.0,5.575555208735735
4.0,4.43942640402298
2.0,0.8048072569586299
1.0,1.149208005787782
24.0,17.780605392653808
1.0,1.7039737304644882
6.5,3.7008857030227404
69.0,4.198336168283646
1.0,4.448132024385174
5.0,10.108225489369241
2.0,22.490445883234916
1.0,2.6954260046235006
1.0,1.0246657861112565
1.0,-4.224133022057121
10.333333333333334,2.262143778743332
1.0,-0.23389281220345132
18.0,51.510833457605266
3.0,3.9598358763776136
1.0,4.71104960951265
1.0,-13.64039128852653
1.0,3.994315179562575
5.0,2.5377434122524787
1.0,0.2311651470517295
1.0,0.7918230689233355
1.0,-0.30789947967471487
1.0,-0.9584539469993743
2.0,4.176603093148087
1.0,2.375017090235439
6.0,14.784510385242177
1.0,6.303304111477009
1.0,0.6981192986758017
1.0,-8.484346252051528
2.0,2.3051978068432297
2.0,0.9218365312401515
3.0,0.7358581232952575
1.0,3.2114278549361384
7.0,24.68309874514262
1.0,1.5608479237112682
0.0,-1.4211823818213905
1.0,3.764120502211886
2.0,1.9061242315207299
1.0,6.168842748863684
1.0,3.016799076062041
