test_labels,y_predict
1.0,0.9394710287421382
1.0,0.32031958636015345
2.0,6.811051313734773
0.0,1.5050856931647005
3.0,1.6757353328482654
2.0,7.453566915685964
1.0,-0.631366160849122
3.0,13.673653990889857
2.0,0.004145485778873546
8.0,-0.7588461652759058
2.0,1.7803785465675133
1.0,13.27079872154537
3.0,-0.1170596087877928
1.0,0.7042931957463574
1.0,1.109325567780613
1.0,1.2996356898928372
1.0,4.026537923715177
3.0,0.9012869202933651
2.0,5.2728418621793
2.0,3.412545195502637
2.0,7.792355417950243
19.0,10.984278475649885
3.0,1.4247085755301265
2.0,5.296279688541536
1.0,0.6538383027403587
1.0,-0.2356717114970903
1.0,17.631813356804305
2.0,1.2027036594445562
0.0,2.182623772602429
0.0,5.5894740165076495
1.0,0.698395226889653
1.0,4.064600966430085
2.0,6.62775505320776
12.0,12.428442980836742
1.0,9.951907177952084
2.0,6.448925356231054
10.0,7.257727187993063
2.0,19.57025187842775
0.0,13.606043370605391
6.0,1.6307894422126663
1.0,4.607076801276966
1.0,3.1522556374269732
1.0,2.0535159050505025
2.0,5.2268147435600465
4.0,3.4688227189562753
0.0,1.828106867268224
1.0,1.3210232078164565
2.0,1.7987702370102894
1.0,-1.2132116378286673
1.0,1.223920258660165
15.0,6.188925936501059
4.0,0.28863478388766056
1.0,-2.336610500122268
1.0,0.05376476239125493
1.0,-1.714408253764998
0.0,3.935417800243918
0.0,2.3347169850668497
1.0,0.4860618866740105
1.0,4.239549049419307
1.0,2.654918930169824
2.0,5.488063238415723
2.0,3.9006964372390596
0.0,-0.3716070013874221
2.0,-2.1296416299641217
1.0,6.383207844983737
2.0,1.1042720216743995
1.0,3.4217793498474456
0.0,2.2721183736654824
3.0,0.9714105806932436
4.0,10.508449527613923
2.0,-3.2790165031523433
24.0,32.57300127010647
1.0,2.4892264217058133
69.0,1.531045718545753
1.0,2.013220297566265
5.0,2.497972121014964
2.0,13.302013015898583
1.0,13.03208276399471
1.0,-1.987708010169175
1.0,-1.7627220523392828
18.0,12.065970219619054
1.0,2.887454290224006
1.0,-0.17967756228271087
1.0,-0.661239286157617
5.0,0.8798885563024902
1.0,2.7540237575920203
1.0,0.11522503487539622
1.0,-1.8665887428850332
2.0,-0.01278720159674285
6.0,14.473284811834404
1.0,-1.7160692633043997
1.0,6.371555407660267
2.0,-0.3376296630651304
2.0,1.583144388065314
3.0,6.058760762130089
1.0,4.742390274630569
7.0,14.829773336873865
1.0,-0.6014179416747476
0.0,8.705083032350316
1.0,5.0894998427843685
2.0,1.145479710024148
1.0,-2.4427516137915557
1.0,5.9917155777658655
3.0,4.050254861149273
2.0,-2.428952118005271
1.0,0.7683685700167773
2.0,2.068460932247341
6.0,3.3426633073507324
1.0,5.708723466467288
1.0,10.700704701928933
2.0,-0.05200024957688273
1.0,-0.9244541865131194
2.0,12.297782992417018
1.0,1.4944843928308733
69.0,0.13044510813854981
1.0,0.9997171559842831
3.0,2.9678222973591706
1.0,6.6461518512722035
1.0,2.9361562381987496
2.0,6.935623044674996
1.0,0.7088139096737119
3.0,8.82929511622631
1.0,1.9296509866961689
2.0,2.326196028595167
1.0,-0.6552618213236499
18.0,10.794027557604542
1.0,1.1359191464638474
0.0,4.930296256792952
15.0,9.7849682043073
1.0,5.810866837628399
2.0,0.9079020021532258
0.0,-0.8887082748207266
1.0,3.9065578200850886
2.0,-1.2343305495016568
0.0,-0.4224697199890798
1.0,-0.8025759677558522
2.0,-2.6002549314956243
1.0,1.3016440538302732
0.0,4.895536779432691
2.0,0.18038935019815866
0.0,2.919688073820785
8.0,2.8428263607583317
2.0,7.364284748891959
1.0,-0.01945920220627923
1.0,-0.4457664755126793
1.0,6.860628620088462
12.0,-1.2515410829226257
1.0,0.40062523133724326
1.0,4.928974220284859
0.0,1.1980919563461767
5.0,30.897415669607593
1.0,-0.049370352898979536
2.0,4.713118360996404
4.0,3.6512238614327353
1.0,-0.5099591164698873
1.0,-1.0623707213974596
3.0,0.35492033665903555
0.0,1.630863772107932
1.0,1.5385558783704605
1.0,3.0143870454538857
2.0,2.931744463349528
2.0,4.28852767873095
1.0,4.184109219663208
1.0,3.2497691930580554
1.0,8.51074131619382
11.0,12.35448844627194
1.0,1.3250294929478612
1.0,-0.8423127612082686
0.5,-0.8589581134239503
4.0,0.006305037823366623
0.0,2.090650609601717
1.0,1.8493138201509198
1.0,22.357587498716672
2.0,1.797475988352559
1.0,0.5183402483239329
6.0,9.741046931175758
3.0,21.875022465637922
2.0,-0.4379407764582428
9.0,17.19741361339748
1.0,-1.145044657067899
1.0,-0.02758319448831087
1.0,7.536702278285374
3.0,19.999030269298334
2.0,9.30722552542178
1.0,0.03752939130620891
1.0,0.5168040134296488
1.0,3.8063487007074106
12.0,5.321252813187344
4.0,7.148787666257698
3.0,5.334298554459768
1.0,1.238496778313517
14.0,25.26402865132234
0.0,6.9947767040621445
1.0,3.957497302066083
1.0,2.0991597381620806
1.0,-1.8811307773241075
4.0,-2.205667055506319
1.0,-0.19792623679607346
3.0,0.7129068537412905
2.0,13.047865695885099
1.0,0.1392452628104182
0.0,0.1509452878173635
5.0,-0.40221408065948744
11.0,7.14019943073074
1.0,0.6111802453974627
3.0,6.6444337885953475
1.0,1.1916643500128725
1.0,1.5523105548202534
1.0,0.5803405638520392
1.0,1.5927146617927748
1.0,-2.3296858222046852
3.0,9.972397265002352
1.0,-0.3545257771056735
1.0,0.4548576644169251
0.0,3.3472762036867674
1.0,0.4701643738077565
2.0,7.162369534932367
1.0,-0.24733213014004188
1.0,-0.6314168141846375
1.0,-3.878363037076401
1.0,1.6277863651182336
2.0,1.024229023070175
1.0,1.5493321353667184
1.0,7.039797644041905
1.0,5.659774948779539
1.0,0.602318910772784
6.0,-0.2892758308010766
4.0,6.600922729184915
1.0,0.7393419757710377
1.0,3.612935250649963
13.0,4.709748622101582
11.0,7.888958796113624
2.0,-0.9532890329692401
2.0,1.2820273996435083
1.0,1.9140592244757941
2.0,2.0240546067390546
3.0,2.1019016991648063
1.0,2.327704775671382
2.0,-0.8623906798372372
3.0,0.5313741344157814
1.0,2.3147489032576956
1.0,1.7274713687721468
1.0,4.6229931532906665
2.0,5.294505222518723
1.0,-0.454576384951937
1.0,1.3930171667634919
1.0,3.0791900274279413
3.0,16.15251600118244
1.0,-0.41338074878556674
1.0,-0.8038268716366279
1.0,7.367020264218798
2.0,0.3259151819832035
3.0,-0.4519587003772972
9.0,13.523865848780176
6.0,-0.18353640340828425
2.0,-0.4954344267992667
3.0,0.28353749708609627
1.0,2.344844602450189
2.0,0.39104861506148947
69.0,6.763506206042443
1.0,-0.9650761868907987
1.0,-2.103675901677406
1.0,-0.6654901761511721
1.0,4.746440227116588
1.0,-1.3345886928308062
18.0,2.994578764210576
1.0,1.6036424581485054
18.0,6.0698860437465125
1.0,5.982466487381036
2.0,7.567965997191895
2.0,4.51532375330235
1.0,4.125761173838091
1.0,3.075353508972988
1.0,5.221252131402938
1.0,4.281379022723404
0.0,4.902873316231434
28.0,13.534613849410738
6.0,-3.2138737085193054
2.0,2.83439979356938
2.0,5.502586321000569
1.0,4.80225003020326
1.0,-0.051308846419815465
1.0,5.698972767782435
0.0,-0.4005976202136564
0.0,-0.368567994067511
3.0,6.349356987662121
1.0,1.8074357711508267
12.0,5.053523826855919
1.0,3.4537469694993663
18.0,16.5115577099839
2.0,14.859903253213691
1.0,2.7705439269321217
12.0,19.049442352322867
0.0,1.5432896101453049
0.0,3.39043168848152
1.0,-1.239984125663702
1.0,5.645066212375023
1.0,1.1072837587814581
1.0,4.808480152565869
3.0,8.404358281111604
9.0,0.40404622486972747
1.0,6.837668743579194
0.0,0.843479942226719
1.0,2.023638052247522
1.0,7.960147437824204
1.0,4.597913836715883
6.0,4.894462752555205
2.0,7.9979821804120155
3.0,2.281773996472572
1.0,2.5049599545954804
2.0,0.05826205789992419
1.0,0.3596352859181208
7.0,0.2017302480421763
2.0,-2.21418008618139
1.0,-0.34972720410770985
3.0,-0.5375346902930015
6.0,6.325984449031735
1.0,4.046632961265373
1.0,2.1062914573526355
1.0,0.8283126685505933
2.0,-0.2349779496980054
1.0,8.764087843570884
3.0,16.394359965195754
2.0,2.6106910910304086
1.0,5.579558830900813
1.0,0.1473068299973826
1.0,0.490410519737311
3.0,0.1089367061852084
0.0,-0.24667501216611795
1.0,-0.35047155084487613
3.0,2.4300600500179184
1.0,1.6049415366162845
2.0,-1.3013650526411475
0.0,-0.5388397764578936
1.0,2.7213748986079658
0.0,1.6894893869183256
9.0,13.503323218265386
1.0,1.3973359448505323
0.0,-1.1258670240467317
1.0,1.6788476594940671
6.0,0.9076946247574854
4.0,0.4032262933388718
2.0,5.125188791488509
12.0,-0.026471554545111558
1.0,10.840193810817853
1.0,0.6668159410108299
1.0,-0.6579419390703658
1.0,-1.364126501293367
1.0,3.4801982490853742
0.0,-0.28861274558381983
1.0,1.0213590137085238
9.0,4.13620147391618
1.0,0.6688469990355116
3.0,-0.8818167030893069
15.0,4.395498426448233
1.0,3.4044683826008297
1.0,3.4180778387830077
1.0,4.99357197291343
5.0,0.8869316265529471
4.0,-0.7100529147077465
1.0,-5.058874138257639
2.0,7.663801089951357
0.0,0.8494410846485528
6.0,1.495956900314476
3.0,6.0696445458273365
1.0,0.12370870428977031
0.0,-1.3841368965077006
2.0,15.523873551396838
1.0,5.80889202371968
4.0,0.40527108784018284
12.0,2.9817439810622934
0.0,11.128746793576191
1.0,4.356338299899041
1.0,-0.9486683837770312
1.0,-1.0395000173464066
0.0,2.048946701229214
0.0,4.767762244872794
0.0,1.1309124994481963
4.0,4.014414938517202
0.0,-0.40349489941815436
1.0,-0.47476196275679716
3.0,-1.765405588837642
1.0,-1.8904643780599377
2.0,6.577450045464885
2.0,0.8128864965824786
30.0,3.1863173214569858
6.0,0.35700060681617285
1.0,-0.12451723944190059
1.0,-0.08001494391004027
1.0,2.096321097296133
0.0,0.12602180707280103
3.0,5.331237576916218
4.0,7.326970705133008
