,test_labels,y_predict
186,1.0,0.8219755721743303
187,2.0,2.7358809266461384
188,4.0,4.88660171416091
189,1.0,1.0969308629644479
190,2.3333333333333335,2.162430568461196
191,1.0,1.7815358615118333
192,1.0,1.3334982205917276
193,1.0,1.6029530201770035
194,3.0,0.8804616129111613
195,0.0,3.0203601374956497
196,1.0,1.7785470810533814
197,1.3333333333333333,1.429970207508922
198,1.0,1.3367969285219905
199,1.0,1.2889148337262446
200,1.0,1.6221735479502746
201,2.0,3.8974777170356054
202,2.0,1.41045406682992
203,1.0,1.9450141936772516
204,1.0,3.355030891225133
205,1.0,2.2346902411162466
206,11.0,3.9065035342349494
207,1.0,1.6289795652050492
208,1.0,1.0876098048274718
209,1.0,0.7446479380858539
210,0.5,0.5782094412178003
211,4.0,2.250785203807701
212,2.0,1.2659986650752648
213,1.0,1.760083433551059
214,1.5,2.187015917972025
215,1.0,3.0961563513995776
216,1.0,1.165432005368337
217,1.0,3.558102902119294
218,2.0,2.671099523895477
219,1.5,2.040146134745064
220,6.0,3.605763086398958
221,3.0,4.54701817142888
222,2.0,1.4383093415309025
223,2.5,3.4114382869411832
224,9.0,5.784709881783207
225,1.0,2.0704783860175686
226,1.0,1.5728431111354615
227,12.0,5.733589237725204
228,1.0,2.2370704864893076
229,1.0,3.0198513888717775
230,2.0,2.224461068373599
231,2.0,1.2046385590645121
232,3.0,13.263820619485578
233,2.0,3.683329732514827
234,1.0,2.2841045674573115
235,1.0,1.1795904459732105
236,1.0,2.5913582407127995
237,12.0,3.853816386276356
238,1.0,2.207324403873975
239,4.0,6.170608111844479
240,1.0,1.8308024403193164
241,3.0,2.1888884461057136
242,1.0,3.218470700772861
243,14.0,6.257887519308219
244,2.25,2.517514616488717
245,0.0,0.6541349493046047
246,1.0,2.6060801785773995
247,1.0,1.4237143658570437
248,1.0,0.8359020793346934
249,1.5,1.1129682743879163
250,1.0,1.3968583959400496
251,4.0,1.9984302916280745
252,1.0,0.8842972307608283
253,1.0,1.6914661601564722
254,3.0,3.2836790488258663
255,2.0,4.293618144765595
256,1.0,0.4936014922129379
257,0.0,1.751227895310385
258,5.0,2.0633366959318513
259,11.0,3.9002269602844626
260,2.0,0.6898204989048144
261,1.0,1.3706295862000308
262,3.0,2.1039481817490673
263,1.0,0.7850157307297527
264,1.0,0.6833895196036144
265,3.0,2.8966759652111227
266,6.0,1.3075299647677445
267,1.0,3.0707166727912982
268,1.0,1.2302987481900152
269,1.0,1.0301402782540725
270,3.0,2.114226817604254
271,2.0,0.9691684602694144
272,1.0,1.3318437446340203
273,1.0,0.6025494792681121
274,1.0,1.0458010150137858
275,0.0,4.4624293154776415
276,1.0,1.094652162353575
277,1.5,1.3838774209415297
278,2.0,3.7738417064965466
279,5.666666666666667,4.374370089843942
280,1.0,2.9269326861971967
281,1.0,0.8613062628388795
282,1.0,1.740103678748759
283,1.0,0.8889128172124066
284,2.0,6.075141955521345
285,1.0,0.8811761614933351
286,1.0,3.778367665931362
287,1.0,1.9806551987829968
288,1.0,1.0024434227905408
289,1.0,0.6543163945457442
290,6.0,3.222618357174773
291,4.0,2.4942387082367707
292,1.0,1.9467446119757374
293,1.0,3.878721918290018
294,1.3333333333333333,2.9797284889428246
295,13.0,2.515158884686591
296,11.0,2.9339952545402843
297,2.0,1.1933563179365398
298,2.0,1.1068751275419606
299,1.0,2.4944862901208955
300,2.0,1.6539957740791271
301,3.0,3.7664808530466294
302,1.0,1.5900747728529003
303,4.0,1.24925458410216
304,2.0,1.6430774831058832
305,3.0,1.2487131010048023
306,1.0,1.2395214713935436
307,1.0,2.7966044623260933
308,1.0,1.9345649753211296
309,1.0,0.9313152101446525
310,2.5,2.297936694011013
311,1.0,1.2059137664248913
312,1.0,0.37036408939928034
313,1.0,1.7229554315705462
314,3.0,3.4114000221005005
315,1.0,1.073529371945745
316,1.0,1.0031375905497617
317,1.0,1.5876857765966355
318,1.0,1.460660467358756
319,1.0,3.1101596837353958
320,2.0,1.9953602806911794
321,1.0,1.2579563501042648
322,3.0,1.8340436566624083
323,9.0,6.067611308089716
324,6.0,3.140843589395927
325,2.0,1.2912178131731755
326,3.0,3.960303604236734
327,1.0,1.6881879147912064
328,1.0,1.496887752695634
329,2.0,1.86647189994786
330,69.0,3.4083511453260007
331,1.0,2.1814643861720873
332,1.0,1.2216758462504407
333,1.0,1.8605721720201691
334,1.0,2.3035389814224123
335,1.0,0.8197060958477271
336,18.0,3.204394917652528
337,1.0,2.900340053735042
338,18.0,2.951882344157247
339,1.0,2.0635103801619072
340,2.0,5.27036497457859
341,2.0,2.079416571737517
342,1.0,2.9787541224517105
343,1.0,0.9942423066984594
344,1.0,3.2752925055306923
345,1.0,0.2691214239523836
346,0.0,2.099687526311107
347,1.0,4.725624933545297
348,28.0,9.988726627594325
349,6.0,2.199602052627916
350,2.0,3.401992426153149
351,2.0,9.094460134831472
352,1.0,1.5822785129806354
353,1.0,1.2654102538905994
354,1.0,2.123372805072541
355,0.5,1.2559098471812495
356,5.0,2.079341508858213
357,0.0,0.9780973687781715
358,3.0,2.5193008881923395
359,1.0,0.6970830286784127
360,12.0,3.381713418395754
361,1.0,1.6172001922220351
362,1.0,1.0220844589872433
363,21.0,5.6478342565749164
364,1.0,1.5748660465671156
365,2.0,1.8538950079956242
366,1.0,2.647779968360104
367,12.0,3.4431112827872488
368,0.0,1.556514671928304
369,0.0,1.5165549537845129
370,1.0,1.539202359428379
371,1.0,1.4459067885856092
372,1.0,1.6044334142704804
373,1.0,1.8696469380703382
374,4.0,1.1128285247076084
375,3.0,2.468707252666113
376,9.0,3.1550702663621086
377,4.75,3.601404615150911
378,0.0,1.5088942614900338
379,1.0,1.1587626757728122
380,1.0,2.1188273080364644
381,1.0,1.786077045954804
382,6.0,5.218391573134176
383,2.0,2.4423378302681646
384,3.0,2.01988794742737
385,1.0,0.9141718004179955
386,2.0,2.500045161032552
387,1.0,1.4598004019079402
388,2.0,2.366190195785925
389,7.0,2.8190248016597996
390,2.0,2.2104747362525137
391,1.0,1.661020258641364
392,1.0,1.595143940914702
393,1.0,2.6571684735397616
394,3.0,0.8851172113109618
395,7.5,4.784916525203221
396,1.0,3.073760783335607
397,1.0,1.0502305864670012
398,1.0,1.6197800735375187
399,2.0,1.6831381339942473
400,1.0,1.1674133146804655
401,6.5,3.2785362932689486
402,1.0,1.7705998362570687
403,3.0,7.081927300485595
404,2.0,1.4783958127248829
405,1.0,2.76219756979389
406,1.0,1.3106655657905852
407,1.0,0.6076936898426615
408,3.0,1.9384987307136745
409,0.0,1.4049180807560324
410,1.0,1.6503073844629332
411,3.0,0.7783355389128053
412,1.0,0.46691223437918605
413,2.0,0.9223464693831636
414,2.0,2.621611357578174
415,0.0,1.628268657186985
416,1.0,1.9442129912822912
417,0.0,0.2533844995425971
418,9.0,4.659877028773315
419,1.0,1.175677969262387
420,1.0,2.159658523661583
421,0.0,0.0790194999979752
422,1.0,0.5242109303752605
423,6.0,1.4705084123077077
424,1.0,3.7437213646414653
425,4.0,1.3143579066549327
426,2.0,2.3996590737512298
427,12.0,3.1664229978141156
428,1.0,21.539160418043757
429,4.0,2.663240391753269
430,1.0,0.8588945986176162
431,1.0,1.2220054907063576
432,1.0,1.8770390478187187
433,1.0,1.5216834184931889
434,1.0,3.395859305274299
435,0.0,0.8820714704534742
436,1.0,1.08557735476571
437,9.0,4.734669460221936
438,1.0,4.070087523321695
439,3.0,2.3817535363693016
440,15.0,3.4093242003778874
441,1.0,1.5270323392125453
442,2.0,1.631283595786754
443,1.0,1.5448694517122794
444,1.0,3.7770904499869635
445,1.0,2.130446308070481
446,5.0,2.6121247581319045
447,4.0,1.1954934968649615
448,1.0,0.7753152138515622
449,2.0,1.9335576060964774
450,1.0,0.9016748551635692
451,3.0,1.5421242406418463
452,0.0,1.6257104195699972
453,6.0,3.1899928728060365
454,3.0,1.853578859168855
455,1.0,0.8873563188800722
456,0.0,1.339857130398861
457,2.0,-1.7266793167635877
458,1.0,2.789572729062555
459,4.0,4.013951000270828
460,12.0,4.409799459370254
461,0.0,1.8562741538046472
462,1.0,2.566781839077186
463,1.0,0.6351909343292226
464,1.0,4.648752816621493
465,0.0,1.125404345910872
466,0.0,0.18004352295002146
467,0.0,1.4896716747849998
468,4.0,3.4194938957821313
469,0.0,1.123164880521876
470,1.0,2.136605383906107
471,3.0,1.5028689941749667
472,1.0,1.2134283960424375
473,1.3333333333333333,1.1586430979017228
474,1.0,1.7670171331026117
475,1.8,2.5423111970881314
476,2.0,3.7273743151830194
477,2.0,4.735245679814546
478,30.0,6.406816406042515
479,6.0,1.2669874160170371
480,2.0,1.2886798305525309
481,1.5,1.317284780133071
482,1.0,1.3445925705943926
483,1.0,1.2898282577582227
484,1.0,2.254752235275297
485,1.0,1.2721594053705578
486,10.333333333333334,2.226800350701523
487,0.0,1.2339142232391032
488,3.0,3.1307933159574963
489,4.0,3.5006606536043625
490,3.0,2.6810695168554224
