,test_labels,y_predict
0,1.0,1.9938673844183432
1,1.0,0.4544107968453437
2,2.0,4.558089243362182
3,0.0,0.7703882211454021
4,3.0,1.7978728415242875
5,2.0,2.9791190642564294
6,1.0,1.8314574574885105
7,3.0,6.633165052799931
8,2.0,0.7942292426894886
9,8.0,2.214588225849794
10,2.0,1.527656041788311
11,1.0,2.6805044476498585
12,3.0,2.1075590049712565
13,1.75,3.963283550411183
14,1.0,2.366163507425532
15,1.0,1.86977693352891
16,1.0,1.8007864763557953
17,1.0,0.4140372456031889
18,1.0,2.6669565452332256
19,3.0,2.502192651385349
20,2.0,3.6431139286263763
21,2.0,4.29044476044671
22,1.0,1.9298817882847876
23,1.0,-0.22906041896090645
24,1.0,4.295634024580614
25,2.0,3.0415542633569776
26,19.0,6.749148664621393
27,3.0,1.1519697330528507
28,2.0,2.1961458454795553
29,1.0,2.7846262008916076
30,1.0,1.0320369793271729
31,1.0,0.8148676834645192
32,1.0,6.007667124813714
33,3.5,2.2604099669026487
34,2.0,0.8566516365241332
35,0.0,2.0767184518262445
36,4.75,1.804755770200237
37,1.0,0.6193115664366422
38,1.0,2.310043594626932
39,2.0,5.008293833511536
40,12.0,12.397517581362585
41,1.0,1.6901355223089984
42,2.0,3.2415364139257923
43,10.0,17.957592811755177
44,2.0,2.514318927014208
45,0.0,5.027863499084808
46,6.0,4.259041252527502
47,1.0,3.3158248683246105
48,1.0,1.7605383864662434
49,2.0,1.0270279936432365
50,1.0,1.576130810130798
51,4.0,2.2858876533274346
52,3.0,1.6735154610590106
53,1.0,2.3396818319856356
54,2.0,2.3177921447178482
55,4.0,6.507291429375946
56,0.0,5.754242648368581
57,1.0,2.5325710214692867
58,2.0,2.3715582541220845
59,1.0,1.1348981176786301
60,1.0,1.460974019654052
61,15.0,4.071507979293265
62,1.0,0.9057890678445295
63,4.0,1.7248886180096354
64,1.0,1.2117993477543
65,1.0,1.6758279959038935
66,1.0,1.2516281367579074
67,1.0,0.9047193146141899
68,0.0,1.5812508228757798
69,0.0,0.8634380250568432
70,1.0,0.3450045630391321
71,1.0,2.1989657814653247
72,2.0,3.481821965325145
73,1.0,2.227891993395594
74,2.0,1.5873830473495252
75,2.0,1.2812333811156753
76,0.0,1.7481613911766436
77,2.0,1.2106697147597663
78,1.0,0.9227030557000822
79,2.0,1.3772741741721992
80,1.0,1.836238766800668
81,2.0,1.1133976188854708
82,2.0,1.202939029538455
83,1.0,2.816410954096411
84,0.0,2.0461513932768076
85,3.0,4.782261111846643
86,4.0,3.0739279854412365
87,2.0,1.4601214433236143
88,1.0,1.57966618974364
89,24.0,5.18414846871682
90,1.0,2.194925060529207
91,6.5,4.133449265529818
92,69.0,2.0355318537792533
93,1.0,2.3596464577012943
94,5.0,4.135739489561153
95,2.0,3.638890834309797
96,1.0,2.3238340199422174
97,1.0,1.2046462278367889
98,1.0,0.6762797667334999
99,10.333333333333334,1.9314147277264473
100,1.0,1.5800280982380661
101,18.0,6.1305073372182965
102,3.0,1.278575816089485
103,1.0,1.2975591581160293
104,1.0,2.393886177338124
105,1.0,1.1916279653106363
106,5.0,1.9450077542965678
107,1.0,0.6336620755770133
108,1.0,1.1267137752877465
109,1.0,0.7737433401009559
110,1.0,1.1025647058735393
111,2.0,4.128207414333324
112,1.0,2.5263362050742932
113,6.0,6.811043948692848
114,1.0,2.242622107606052
115,1.0,1.9446631993157757
116,1.0,2.272958664598213
117,2.0,1.4726518761298797
118,2.0,2.1199082244864718
119,3.0,1.7881678467495936
120,1.0,3.275980718221752
121,7.0,6.6714535553082674
122,1.0,2.5415527038700736
123,0.0,1.7503265042093323
124,1.0,0.9326641534227553
125,2.0,1.2049445390673617
126,1.0,1.286171742261593
127,1.0,1.4232809784308023
128,3.0,2.6246242729126896
129,2.0,2.1798444245521926
130,10.0,2.6544671354685283
131,1.0,1.2918794296017628
132,2.0,1.6091680474383372
133,6.0,4.563840571357033
134,9.0,2.640410863290092
135,1.0,2.0455609770582077
136,1.0,2.6497054179956683
137,2.0,1.9117049468240728
138,1.0,1.78762806185643
139,2.0,8.089667028478353
140,1.0,2.392575886170248
141,69.0,3.062284822133143
142,1.0,2.440849031512122
143,4.0,4.4897905965501
144,3.0,2.711808552565052
145,1.0,2.414209302964749
146,1.0,1.2134980708581784
147,2.0,3.357963123490186
148,1.0,1.2307782659560393
149,3.0,1.3520250893087171
150,3.0,2.6287422842043346
151,1.0,5.419334212672175
152,1.0,3.198026415007212
153,2.0,2.538766605150811
154,1.0,1.309799816973828
155,18.0,5.0703775643979645
156,23.75,3.757584771097945
157,1.0,0.5996271537328388
158,0.0,2.9379572403973304
159,15.0,3.8966875127395673
160,1.0,1.9645992779268786
161,1.0,3.129538947496065
162,2.0,1.7222185369593808
163,0.0,1.1164574942662986
164,1.0,0.36556951248534997
165,1.0,3.9397202259950665
166,2.0,1.6084525674186159
167,1.5,1.9693720948811437
168,1.0,1.1369986327951116
169,1.25,1.5489077329740928
170,1.0,1.3651291338870015
171,1.0,0.8665611557428212
172,0.0,3.4456342448622825
173,2.0,1.6574683064857956
174,0.0,0.5891618446564513
175,8.0,4.147380458768786
176,2.0,2.6093482951235165
177,1.0,1.6537931540578361
178,1.5,1.3564427855388947
179,1.0,2.531016752794989
180,12.0,1.4326041061198955
181,1.0,2.8230731360193664
182,1.0,1.8550736278051039
183,0.0,0.6857494637433268
184,5.0,5.100991569712369
185,1.0,1.3238358767213105
